# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 01, 2026081918, 03, FNV3,   0, 219N, 1707W, 111,  953, XX,  34, NEQ,  100,   90,   50,  100,     ,     ,  15,
CP, 01, 2026081918, 03, FNV3,   0, 219N, 1707W, 111,  953, XX,  50, NEQ,   50,   40,   30,   50,     ,     ,  15,
CP, 01, 2026081918, 03, FNV3,   0, 219N, 1707W, 111,  953, XX,  64, NEQ,   25,   20,   20,   25,     ,     ,  15,
CP, 01, 2026081918, 03, FNV3,   6, 224N, 1712W,  89,  965, XX,  34, NEQ,  120,  101,   74,   98,     ,     ,  14,
CP, 01, 2026081918, 03, FNV3,   6, 224N, 1712W,  89,  965, XX,  50, NEQ,   51,   41,   29,   41,     ,     ,  14,
CP, 01, 2026081918, 03, FNV3,   6, 224N, 1712W,  89,  965, XX,  64, NEQ,   24,   18,   14,   19,     ,     ,  14,
CP, 01, 2026081918, 03, FNV3,  12, 230N, 1716W,  84,  969, XX,  34, NEQ,  123,  109,   78,  100,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  12, 230N, 1716W,  84,  969, XX,  50, NEQ,   53,   44,   31,   42,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  12, 230N, 1716W,  84,  969, XX,  64, NEQ,   27,   20,   15,   19,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  18, 237N, 1720W,  83,  970, XX,  34, NEQ,  121,  109,   76,   96,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  18, 237N, 1720W,  83,  970, XX,  50, NEQ,   53,   45,   32,   42,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  18, 237N, 1720W,  83,  970, XX,  64, NEQ,   27,   21,   16,   20,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  24, 244N, 1722W,  77,  974, XX,  34, NEQ,  121,  114,   81,   94,     ,     ,  21,
CP, 01, 2026081918, 03, FNV3,  24, 244N, 1722W,  77,  974, XX,  50, NEQ,   54,   48,   34,   42,     ,     ,  21,
CP, 01, 2026081918, 03, FNV3,  24, 244N, 1722W,  77,  974, XX,  64, NEQ,   27,   20,   16,   18,     ,     ,  21,
CP, 01, 2026081918, 03, FNV3,  30, 251N, 1721W,  78,  973, XX,  34, NEQ,  121,  116,   81,   94,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  30, 251N, 1721W,  78,  973, XX,  50, NEQ,   56,   52,   37,   45,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  30, 251N, 1721W,  78,  973, XX,  64, NEQ,   26,   21,   16,   19,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  36, 258N, 1717W,  78,  975, XX,  34, NEQ,  122,  127,   88,   93,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  36, 258N, 1717W,  78,  975, XX,  50, NEQ,   55,   54,   40,   43,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  36, 258N, 1717W,  78,  975, XX,  64, NEQ,   25,   23,   17,   19,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  42, 268N, 1711W,  76,  976, XX,  34, NEQ,  130,  133,   92,   99,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  42, 268N, 1711W,  76,  976, XX,  50, NEQ,   57,   55,   39,   43,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  42, 268N, 1711W,  76,  976, XX,  64, NEQ,   25,   21,   16,   17,     ,     ,  19,
CP, 01, 2026081918, 03, FNV3,  48, 281N, 1707W,  72,  976, XX,  34, NEQ,  140,  144,  102,  106,     ,     ,  28,
CP, 01, 2026081918, 03, FNV3,  48, 281N, 1707W,  72,  976, XX,  50, NEQ,   59,   57,   41,   46,     ,     ,  28,
CP, 01, 2026081918, 03, FNV3,  48, 281N, 1707W,  72,  976, XX,  64, NEQ,   25,   21,   14,   15,     ,     ,  28,
CP, 01, 2026081918, 03, FNV3,  54, 293N, 1710W,  74,  974, XX,  34, NEQ,  152,  142,  105,  120,     ,     ,  30,
CP, 01, 2026081918, 03, FNV3,  54, 293N, 1710W,  74,  974, XX,  50, NEQ,   65,   58,   42,   50,     ,     ,  30,
CP, 01, 2026081918, 03, FNV3,  54, 293N, 1710W,  74,  974, XX,  64, NEQ,   29,   18,   12,   14,     ,     ,  30,
CP, 01, 2026081918, 03, FNV3,  60, 299N, 1717W,  67,  977, XX,  34, NEQ,  177,  157,  125,  148,     ,     ,  43,
CP, 01, 2026081918, 03, FNV3,  60, 299N, 1717W,  67,  977, XX,  50, NEQ,   75,   65,   48,   59,     ,     ,  43,
CP, 01, 2026081918, 03, FNV3,  60, 299N, 1717W,  67,  977, XX,  64, NEQ,   30,   16,   12,   16,     ,     ,  43,
CP, 01, 2026081918, 03, FNV3,  66, 304N, 1724W,  65,  978, XX,  34, NEQ,  178,  155,  127,  153,     ,     ,  41,
CP, 01, 2026081918, 03, FNV3,  66, 304N, 1724W,  65,  978, XX,  50, NEQ,   75,   59,   46,   58,     ,     ,  41,
CP, 01, 2026081918, 03, FNV3,  66, 304N, 1724W,  65,  978, XX,  64, NEQ,   20,   13,   10,   15,     ,     ,  41,
CP, 01, 2026081918, 03, FNV3,  72, 308N, 1728W,  63,  979, XX,  34, NEQ,  184,  166,  132,  155,     ,     ,  41,
CP, 01, 2026081918, 03, FNV3,  72, 308N, 1728W,  63,  979, XX,  50, NEQ,   72,   64,   48,   58,     ,     ,  41,
CP, 01, 2026081918, 03, FNV3,  72, 308N, 1728W,  63,  979, XX,  64, NEQ,   15,    7,    5,    6,     ,     ,  41,
CP, 01, 2026081918, 03, FNV3,  78, 314N, 1733W,  62,  980, XX,  34, NEQ,  170,  150,  119,  140,     ,     ,  40,
CP, 01, 2026081918, 03, FNV3,  78, 314N, 1733W,  62,  980, XX,  50, NEQ,   61,   46,   34,   43,     ,     ,  40,
CP, 01, 2026081918, 03, FNV3,  78, 314N, 1733W,  62,  980, XX,  64, NEQ,   13,    6,    4,    5,     ,     ,  40,
CP, 01, 2026081918, 03, FNV3,  84, 318N, 1739W,  60,  982, XX,  34, NEQ,  179,  158,  129,  151,     ,     ,  47,
CP, 01, 2026081918, 03, FNV3,  84, 318N, 1739W,  60,  982, XX,  50, NEQ,   64,   45,   33,   42,     ,     ,  47,
CP, 01, 2026081918, 03, FNV3,  84, 318N, 1739W,  60,  982, XX,  64, NEQ,    7,    3,    1,    3,     ,     ,  47,
CP, 01, 2026081918, 03, FNV3,  90, 322N, 1746W,  57,  985, XX,  34, NEQ,  160,  141,  114,  136,     ,     ,  47,
CP, 01, 2026081918, 03, FNV3,  90, 322N, 1746W,  57,  985, XX,  50, NEQ,   45,   28,   20,   27,     ,     ,  47,
CP, 01, 2026081918, 03, FNV3,  90, 322N, 1746W,  57,  985, XX,  64, NEQ,    2,    0,    0,    4,     ,     ,  47,
CP, 01, 2026081918, 03, FNV3,  96, 325N, 1751W,  54,  987, XX,  34, NEQ,  143,  127,  102,  119,     ,     ,  52,
CP, 01, 2026081918, 03, FNV3,  96, 325N, 1751W,  54,  987, XX,  50, NEQ,   39,   22,   17,   22,     ,     ,  52,
CP, 01, 2026081918, 03, FNV3,  96, 325N, 1751W,  54,  987, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  52,
CP, 01, 2026081918, 03, FNV3, 102, 329N, 1757W,  51,  988, XX,  34, NEQ,  129,  112,   91,  105,     ,     ,  52,
CP, 01, 2026081918, 03, FNV3, 102, 329N, 1757W,  51,  988, XX,  50, NEQ,   21,    8,    7,   12,     ,     ,  52,
CP, 01, 2026081918, 03, FNV3, 108, 332N, 1761W,  48,  990, XX,  34, NEQ,  125,  110,   90,  101,     ,     ,  56,
CP, 01, 2026081918, 03, FNV3, 108, 332N, 1761W,  48,  990, XX,  50, NEQ,   19,    6,    5,    7,     ,     ,  56,
CP, 01, 2026081918, 03, FNV3, 114, 335N, 1766W,  47,  992, XX,  34, NEQ,  104,   86,   68,   82,     ,     ,  52,
CP, 01, 2026081918, 03, FNV3, 114, 335N, 1766W,  47,  992, XX,  50, NEQ,   12,    5,    4,    5,     ,     ,  52,
CP, 01, 2026081918, 03, FNV3, 120, 338N, 1770W,  45,  993, XX,  34, NEQ,  101,   90,   69,   79,     ,     ,  55,
CP, 01, 2026081918, 03, FNV3, 120, 338N, 1770W,  45,  993, XX,  50, NEQ,    4,    0,    0,    1,     ,     ,  55,
CP, 01, 2026081918, 03, FNV3, 126, 344N, 1774W,  44,  994, XX,  34, NEQ,   83,   56,   43,   52,     ,     ,  54,
CP, 01, 2026081918, 03, FNV3, 126, 344N, 1774W,  44,  994, XX,  50, NEQ,    3,    0,    0,    3,     ,     ,  54,
CP, 01, 2026081918, 03, FNV3, 132, 348N, 1778W,  43,  995, XX,  34, NEQ,   86,   64,   47,   56,     ,     ,  61,
CP, 01, 2026081918, 03, FNV3, 132, 348N, 1778W,  43,  995, XX,  50, NEQ,    3,    1,    0,    0,     ,     ,  61,
CP, 01, 2026081918, 03, FNV3, 138, 354N, 1784W,  41,  996, XX,  34, NEQ,   72,   42,   31,   39,     ,     ,  52,
CP, 01, 2026081918, 03, FNV3, 138, 354N, 1784W,  41,  996, XX,  50, NEQ,    2,    0,    0,    0,     ,     ,  52,
CP, 01, 2026081918, 03, FNV3, 144, 359N, 1787W,  40,  996, XX,  34, NEQ,   63,   35,   24,   31,     ,     ,  58,
CP, 01, 2026081918, 03, FNV3, 144, 359N, 1787W,  40,  996, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  58,
CP, 01, 2026081918, 03, FNV3, 150, 365N, 1792W,  39,  998, XX,  34, NEQ,   50,   17,   14,   16,     ,     ,  65,
CP, 01, 2026081918, 03, FNV3, 156, 372N, 1796W,  39,  999, XX,  34, NEQ,   56,   32,   20,   28,     ,     ,  60,
CP, 01, 2026081918, 03, FNV3, 156, 372N, 1796W,  39,  999, XX,  50, NEQ,    2,    0,    0,    0,     ,     ,  60,
CP, 01, 2026081918, 03, FNV3, 162, 378N, 1799E,  39,  998, XX,  34, NEQ,   46,   15,    9,   14,     ,     ,  56,
CP, 01, 2026081918, 03, FNV3, 168, 384N, 1796E,  38,  999, XX,  34, NEQ,   38,   29,   15,   17,     ,     ,  57,
