# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 01, 2026081912, 03, GENC,   0, 213N, 1700W,  74,  979, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,   6, 218N, 1707W,  75,  978, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  12, 223N, 1715W,  76,  977, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  18, 231N, 1719W,  78,  976, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  24, 238N, 1724W,  80,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  30, 245N, 1724W,  80,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  36, 252N, 1725W,  80,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  42, 259N, 1719W,  80,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  48, 267N, 1713W,  80,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  54, 279N, 1709W,  79,  974, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  60, 291N, 1704W,  78,  975, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  66, 300N, 1712W,  77,  976, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  72, 309N, 1720W,  75,  978, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  78, 312N, 1726W,  73,  980, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  84, 316N, 1733W,  70,  981, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  90, 319N, 1738W,  67,  984, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC,  96, 323N, 1742W,  64,  986, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 102, 327N, 1747W,  61,  988, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 108, 331N, 1752W,  59,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 114, 333N, 1757W,  58,  990, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 120, 336N, 1762W,  57,  991, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 126, 340N, 1766W,  55,  993, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 132, 344N, 1770W,  53,  994, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 138, 349N, 1774W,  51,  995, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 144, 354N, 1779W,  50,  996, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 150, 360N, 1782W,  48,  997, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 156, 367N, 1786W,  46,  998, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 162, 374N, 1789W,  44, 1000, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 168, 381N, 1792W,  42, 1001, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 174, 390N, 1794W,  40, 1002, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 180, 398N, 1797W,  38, 1003, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 186, 405N, 1798W,  36, 1004, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 192, 413N, 1799W,  34, 1005, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 198, 415N, 1800E,  33, 1006, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 204, 423N, 1799W,  30, 1007, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 210, 429N, 1798W,  29, 1008, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 216, 438N, 1796W,  27, 1009, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 222, 437N, 1794E,  28, 1008, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
CP, 01, 2026081912, 03, GENC, 228, 449N, 1795E,  26, 1009, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
EP, 90, 2026081912, 03, GENC,   0,  92N, 1378W,  32, 1007, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
EP, 90, 2026081912, 03, GENC,   6, 101N, 1385W,  33, 1006, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
EP, 90, 2026081912, 03, GENC,  12, 110N, 1392W,  33, 1006, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
EP, 90, 2026081912, 03, GENC,  18, 115N, 1403W,  34, 1006, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
EP, 90, 2026081912, 03, GENC,  24, 121N, 1415W,  34, 1005, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,    ,
