# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 12, 2026080412, 03, FNV3,   0, 252N, 1406E, 109,  935, XX,  34, NEQ,  250,  225,  195,  235,     ,     ,  12,
WP, 12, 2026080412, 03, FNV3,   6, 253N, 1393E,  79,  958, XX,  34, NEQ,  236,  211,  194,  218,     ,     ,  35,
WP, 12, 2026080412, 03, FNV3,   6, 253N, 1393E,  79,  958, XX,  50, NEQ,  130,  120,  105,  116,     ,     ,  35,
WP, 12, 2026080412, 03, FNV3,   6, 253N, 1393E,  79,  958, XX,  64, NEQ,   64,   60,   50,   58,     ,     ,  35,
WP, 12, 2026080412, 03, FNV3,  12, 255N, 1382E,  75,  960, XX,  34, NEQ,  249,  228,  207,  228,     ,     ,  37,
WP, 12, 2026080412, 03, FNV3,  12, 255N, 1382E,  75,  960, XX,  50, NEQ,  133,  123,  106,  117,     ,     ,  37,
WP, 12, 2026080412, 03, FNV3,  12, 255N, 1382E,  75,  960, XX,  64, NEQ,   60,   53,   44,   53,     ,     ,  37,
WP, 12, 2026080412, 03, FNV3,  18, 257N, 1371E,  76,  960, XX,  34, NEQ,  238,  213,  195,  217,     ,     ,  36,
WP, 12, 2026080412, 03, FNV3,  18, 257N, 1371E,  76,  960, XX,  50, NEQ,  126,  117,  102,  112,     ,     ,  36,
WP, 12, 2026080412, 03, FNV3,  18, 257N, 1371E,  76,  960, XX,  64, NEQ,   64,   55,   47,   54,     ,     ,  36,
WP, 12, 2026080412, 03, FNV3,  24, 259N, 1359E,  80,  957, XX,  34, NEQ,  244,  218,  199,  225,     ,     ,  38,
WP, 12, 2026080412, 03, FNV3,  24, 259N, 1359E,  80,  957, XX,  50, NEQ,  134,  125,  110,  121,     ,     ,  38,
WP, 12, 2026080412, 03, FNV3,  24, 259N, 1359E,  80,  957, XX,  64, NEQ,   70,   63,   54,   59,     ,     ,  38,
