# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
CP, 90, 2025072612, 03, FNV3,   0, 111N, 1421W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  30,
WP, 11, 2025072612, 03, FNV3,   0, 269N, 1267E,  25,  996, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  60,
WP, 11, 2025072612, 03, FNV3,   6, 269N, 1275E,  28,  995, XX,  34, NEQ,    3,    3,    2,    2,     ,     ,  50,
WP, 11, 2025072612, 03, FNV3,  12, 267N, 1285E,  30,  994, XX,  34, NEQ,    5,    5,    4,    4,     ,     ,  50,
WP, 11, 2025072612, 03, FNV3,  18, 266N, 1292E,  32,  993, XX,  34, NEQ,    8,    8,    7,    6,     ,     ,  49,
WP, 11, 2025072612, 03, FNV3,  24, 266N, 1295E,  34,  992, XX,  34, NEQ,   16,   15,   13,   13,     ,     ,  46,
WP, 11, 2025072612, 03, FNV3,  24, 266N, 1295E,  34,  992, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  46,
WP, 11, 2025072612, 03, FNV3,  30, 270N, 1289E,  35,  990, XX,  34, NEQ,   20,   19,   15,   17,     ,     ,  42,
WP, 11, 2025072612, 03, FNV3,  30, 270N, 1289E,  35,  990, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  42,
WP, 11, 2025072612, 03, FNV3,  36, 273N, 1281E,  36,  989, XX,  34, NEQ,   22,   20,   17,   18,     ,     ,  38,
WP, 11, 2025072612, 03, FNV3,  36, 273N, 1281E,  36,  989, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  38,
WP, 11, 2025072612, 03, FNV3,  42, 276N, 1270E,  37,  988, XX,  34, NEQ,   33,   29,   25,   28,     ,     ,  43,
