# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
SH, 27, 2026031818, 03, FNV3,   0, 133S, 1493E,  99,  960, XX,  34, NEQ,   80,   70,   70,   60,     ,     ,   5,
SH, 27, 2026031818, 03, FNV3,   6, 134S, 1478E, 105,  956, XX,  34, NEQ,   79,  104,  101,   73,     ,     ,  11,
SH, 27, 2026031818, 03, FNV3,   6, 134S, 1478E, 105,  956, XX,  50, NEQ,   43,   50,   46,   38,     ,     ,  11,
SH, 27, 2026031818, 03, FNV3,   6, 134S, 1478E, 105,  956, XX,  64, NEQ,   25,   26,   23,   22,     ,     ,  11,
SH, 27, 2026031818, 03, FNV3,  12, 136S, 1465E, 107,  955, XX,  34, NEQ,   80,  112,  109,   75,     ,     ,  11,
SH, 27, 2026031818, 03, FNV3,  12, 136S, 1465E, 107,  955, XX,  50, NEQ,   48,   57,   54,   43,     ,     ,  11,
SH, 27, 2026031818, 03, FNV3,  12, 136S, 1465E, 107,  955, XX,  64, NEQ,   30,   32,   28,   27,     ,     ,  11,
SH, 27, 2026031818, 03, FNV3,  18, 134S, 1453E, 110,  951, XX,  34, NEQ,   76,  104,  108,   78,     ,     ,  12,
SH, 27, 2026031818, 03, FNV3,  18, 134S, 1453E, 110,  951, XX,  50, NEQ,   47,   57,   55,   45,     ,     ,  12,
SH, 27, 2026031818, 03, FNV3,  18, 134S, 1453E, 110,  951, XX,  64, NEQ,   31,   34,   30,   29,     ,     ,  12,
SH, 27, 2026031818, 03, FNV3,  24, 133S, 1441E, 105,  955, XX,  34, NEQ,   76,  102,  105,   76,     ,     ,  11,
SH, 27, 2026031818, 03, FNV3,  24, 133S, 1441E, 105,  955, XX,  50, NEQ,   44,   54,   52,   42,     ,     ,  11,
SH, 27, 2026031818, 03, FNV3,  24, 133S, 1441E, 105,  955, XX,  64, NEQ,   29,   31,   28,   27,     ,     ,  11,
SH, 27, 2026031818, 03, FNV3,  30, 133S, 1431E,  95,  961, XX,  34, NEQ,   79,   96,   97,   77,     ,     ,  12,
SH, 27, 2026031818, 03, FNV3,  30, 133S, 1431E,  95,  961, XX,  50, NEQ,   40,   46,   44,   37,     ,     ,  12,
SH, 27, 2026031818, 03, FNV3,  30, 133S, 1431E,  95,  961, XX,  64, NEQ,   21,   23,   20,   19,     ,     ,  12,
SH, 27, 2026031818, 03, FNV3,  36, 132S, 1422E,  76,  975, XX,  34, NEQ,   73,   89,   87,   67,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3,  36, 132S, 1422E,  76,  975, XX,  50, NEQ,   34,   39,   38,   30,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3,  36, 132S, 1422E,  76,  975, XX,  64, NEQ,   16,   19,   16,   15,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3,  42, 131S, 1413E,  67,  982, XX,  34, NEQ,   70,   79,   82,   67,     ,     ,  19,
SH, 27, 2026031818, 03, FNV3,  42, 131S, 1413E,  67,  982, XX,  50, NEQ,   31,   35,   34,   28,     ,     ,  19,
SH, 27, 2026031818, 03, FNV3,  42, 131S, 1413E,  67,  982, XX,  64, NEQ,   10,   13,   11,   10,     ,     ,  19,
SH, 27, 2026031818, 03, FNV3,  48, 132S, 1402E,  74,  979, XX,  34, NEQ,   77,   95,   95,   74,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3,  48, 132S, 1402E,  74,  979, XX,  50, NEQ,   36,   43,   40,   33,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3,  48, 132S, 1402E,  74,  979, XX,  64, NEQ,   16,   19,   16,   15,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3,  54, 132S, 1390E,  81,  975, XX,  34, NEQ,   87,  107,  110,   86,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3,  54, 132S, 1390E,  81,  975, XX,  50, NEQ,   42,   51,   48,   39,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3,  54, 132S, 1390E,  81,  975, XX,  64, NEQ,   22,   24,   22,   20,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3,  60, 133S, 1379E,  82,  972, XX,  34, NEQ,   82,  108,  110,   79,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3,  60, 133S, 1379E,  82,  972, XX,  50, NEQ,   43,   52,   49,   39,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3,  60, 133S, 1379E,  82,  972, XX,  64, NEQ,   21,   25,   21,   19,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3,  66, 133S, 1367E,  75,  977, XX,  34, NEQ,   88,  109,  107,   84,     ,     ,  19,
SH, 27, 2026031818, 03, FNV3,  66, 133S, 1367E,  75,  977, XX,  50, NEQ,   43,   51,   47,   39,     ,     ,  19,
SH, 27, 2026031818, 03, FNV3,  66, 133S, 1367E,  75,  977, XX,  64, NEQ,   19,   21,   19,   17,     ,     ,  19,
SH, 27, 2026031818, 03, FNV3,  72, 135S, 1355E,  61,  984, XX,  34, NEQ,   77,   93,   83,   68,     ,     ,  19,
SH, 27, 2026031818, 03, FNV3,  72, 135S, 1355E,  61,  984, XX,  50, NEQ,   27,   32,   29,   23,     ,     ,  19,
SH, 27, 2026031818, 03, FNV3,  72, 135S, 1355E,  61,  984, XX,  64, NEQ,    7,    9,    8,    6,     ,     ,  19,
SH, 27, 2026031818, 03, FNV3,  78, 136S, 1342E,  50,  989, XX,  34, NEQ,   57,   63,   55,   51,     ,     ,  25,
SH, 27, 2026031818, 03, FNV3,  78, 136S, 1342E,  50,  989, XX,  50, NEQ,   12,   14,   14,   11,     ,     ,  25,
SH, 27, 2026031818, 03, FNV3,  78, 136S, 1342E,  50,  989, XX,  64, NEQ,    2,    3,    2,    2,     ,     ,  25,
SH, 27, 2026031818, 03, FNV3,  84, 138S, 1329E,  39,  995, XX,  34, NEQ,   36,   38,   31,   31,     ,     ,  29,
SH, 27, 2026031818, 03, FNV3,  84, 138S, 1329E,  39,  995, XX,  50, NEQ,    2,    3,    2,    1,     ,     ,  29,
SH, 27, 2026031818, 03, FNV3,  84, 138S, 1329E,  39,  995, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  29,
SH, 27, 2026031818, 03, FNV3,  90, 139S, 1316E,  32,  997, XX,  34, NEQ,   18,   19,   15,   16,     ,     ,  32,
SH, 27, 2026031818, 03, FNV3,  90, 139S, 1316E,  32,  997, XX,  50, NEQ,    0,    0,    1,    0,     ,     ,  32,
SH, 27, 2026031818, 03, FNV3,  96, 141S, 1304E,  33,  997, XX,  34, NEQ,   19,   18,   16,   16,     ,     ,  35,
SH, 27, 2026031818, 03, FNV3,  96, 141S, 1304E,  33,  997, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  35,
SH, 27, 2026031818, 03, FNV3, 102, 142S, 1294E,  32,  998, XX,  34, NEQ,   11,   14,   11,   10,     ,     ,  36,
SH, 27, 2026031818, 03, FNV3, 108, 146S, 1283E,  31,  997, XX,  34, NEQ,   10,   13,   12,   10,     ,     ,  34,
SH, 27, 2026031818, 03, FNV3, 108, 146S, 1283E,  31,  997, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  34,
SH, 27, 2026031818, 03, FNV3, 114, 148S, 1270E,  31,  997, XX,  34, NEQ,   14,   15,   12,   14,     ,     ,  36,
SH, 27, 2026031818, 03, FNV3, 114, 148S, 1270E,  31,  997, XX,  50, NEQ,    0,    1,    0,    0,     ,     ,  36,
SH, 27, 2026031818, 03, FNV3, 120, 150S, 1258E,  34,  997, XX,  34, NEQ,   23,   27,   21,   22,     ,     ,  35,
SH, 27, 2026031818, 03, FNV3, 120, 150S, 1258E,  34,  997, XX,  50, NEQ,    3,    2,    2,    1,     ,     ,  35,
SH, 27, 2026031818, 03, FNV3, 126, 152S, 1246E,  38,  995, XX,  34, NEQ,   38,   41,   36,   33,     ,     ,  35,
SH, 27, 2026031818, 03, FNV3, 126, 152S, 1246E,  38,  995, XX,  50, NEQ,    3,    4,    4,    3,     ,     ,  35,
SH, 27, 2026031818, 03, FNV3, 126, 152S, 1246E,  38,  995, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  35,
SH, 27, 2026031818, 03, FNV3, 132, 155S, 1236E,  44,  991, XX,  34, NEQ,   52,   59,   52,   46,     ,     ,  31,
SH, 27, 2026031818, 03, FNV3, 132, 155S, 1236E,  44,  991, XX,  50, NEQ,    9,   10,   10,    7,     ,     ,  31,
SH, 27, 2026031818, 03, FNV3, 132, 155S, 1236E,  44,  991, XX,  64, NEQ,    2,    3,    2,    2,     ,     ,  31,
SH, 27, 2026031818, 03, FNV3, 138, 157S, 1223E,  53,  988, XX,  34, NEQ,   63,   73,   67,   59,     ,     ,  29,
SH, 27, 2026031818, 03, FNV3, 138, 157S, 1223E,  53,  988, XX,  50, NEQ,   18,   21,   17,   15,     ,     ,  29,
SH, 27, 2026031818, 03, FNV3, 138, 157S, 1223E,  53,  988, XX,  64, NEQ,    4,    5,    4,    4,     ,     ,  29,
SH, 27, 2026031818, 03, FNV3, 144, 158S, 1211E,  60,  985, XX,  34, NEQ,   68,   81,   77,   62,     ,     ,  26,
SH, 27, 2026031818, 03, FNV3, 144, 158S, 1211E,  60,  985, XX,  50, NEQ,   26,   31,   28,   23,     ,     ,  26,
SH, 27, 2026031818, 03, FNV3, 144, 158S, 1211E,  60,  985, XX,  64, NEQ,    8,   11,    8,    7,     ,     ,  26,
SH, 27, 2026031818, 03, FNV3, 150, 159S, 1200E,  70,  978, XX,  34, NEQ,   86,  103,  100,   80,     ,     ,  23,
SH, 27, 2026031818, 03, FNV3, 150, 159S, 1200E,  70,  978, XX,  50, NEQ,   39,   45,   41,   34,     ,     ,  23,
SH, 27, 2026031818, 03, FNV3, 150, 159S, 1200E,  70,  978, XX,  64, NEQ,   15,   19,   15,   13,     ,     ,  23,
SH, 27, 2026031818, 03, FNV3, 156, 163S, 1188E,  83,  970, XX,  34, NEQ,   87,  112,  109,   79,     ,     ,  18,
SH, 27, 2026031818, 03, FNV3, 156, 163S, 1188E,  83,  970, XX,  50, NEQ,   47,   54,   51,   42,     ,     ,  18,
SH, 27, 2026031818, 03, FNV3, 156, 163S, 1188E,  83,  970, XX,  64, NEQ,   25,   28,   24,   23,     ,     ,  18,
SH, 27, 2026031818, 03, FNV3, 162, 165S, 1175E,  91,  964, XX,  34, NEQ,  102,  127,  122,   94,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3, 162, 165S, 1175E,  91,  964, XX,  50, NEQ,   53,   63,   58,   49,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3, 162, 165S, 1175E,  91,  964, XX,  64, NEQ,   31,   33,   29,   28,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3, 168, 166S, 1162E,  96,  960, XX,  34, NEQ,  107,  138,  132,  100,     ,     ,  15,
SH, 27, 2026031818, 03, FNV3, 168, 166S, 1162E,  96,  960, XX,  50, NEQ,   56,   66,   62,   51,     ,     ,  15,
SH, 27, 2026031818, 03, FNV3, 168, 166S, 1162E,  96,  960, XX,  64, NEQ,   32,   35,   31,   29,     ,     ,  15,
SH, 27, 2026031818, 03, FNV3, 174, 168S, 1149E, 102,  955, XX,  34, NEQ,  108,  142,  136,  101,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 174, 168S, 1149E, 102,  955, XX,  50, NEQ,   60,   70,   66,   54,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 174, 168S, 1149E, 102,  955, XX,  64, NEQ,   35,   38,   34,   32,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 180, 171S, 1137E, 104,  952, XX,  34, NEQ,  113,  152,  143,  103,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 180, 171S, 1137E, 104,  952, XX,  50, NEQ,   64,   76,   70,   57,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 180, 171S, 1137E, 104,  952, XX,  64, NEQ,   37,   41,   35,   33,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 186, 174S, 1125E, 103,  953, XX,  34, NEQ,  116,  153,  144,  106,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 186, 174S, 1125E, 103,  953, XX,  50, NEQ,   67,   78,   72,   60,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 186, 174S, 1125E, 103,  953, XX,  64, NEQ,   38,   41,   37,   34,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 192, 178S, 1114E, 106,  951, XX,  34, NEQ,  118,  155,  144,  105,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 192, 178S, 1114E, 106,  951, XX,  50, NEQ,   68,   79,   73,   60,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 192, 178S, 1114E, 106,  951, XX,  64, NEQ,   39,   42,   37,   35,     ,     ,  16,
SH, 27, 2026031818, 03, FNV3, 198, 183S, 1105E,  96,  958, XX,  34, NEQ,  120,  154,  140,  104,     ,     ,  20,
SH, 27, 2026031818, 03, FNV3, 198, 183S, 1105E,  96,  958, XX,  50, NEQ,   64,   73,   65,   55,     ,     ,  20,
SH, 27, 2026031818, 03, FNV3, 198, 183S, 1105E,  96,  958, XX,  64, NEQ,   35,   38,   33,   31,     ,     ,  20,
SH, 27, 2026031818, 03, FNV3, 204, 189S, 1097E,  92,  961, XX,  34, NEQ,  120,  157,  142,  103,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3, 204, 189S, 1097E,  92,  961, XX,  50, NEQ,   67,   77,   70,   58,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3, 204, 189S, 1097E,  92,  961, XX,  64, NEQ,   37,   40,   34,   32,     ,     ,  17,
SH, 27, 2026031818, 03, FNV3, 210, 192S, 1089E,  92,  960, XX,  34, NEQ,  122,  155,  140,  104,     ,     ,  18,
SH, 27, 2026031818, 03, FNV3, 210, 192S, 1089E,  92,  960, XX,  50, NEQ,   67,   76,   68,   58,     ,     ,  18,
SH, 27, 2026031818, 03, FNV3, 210, 192S, 1089E,  92,  960, XX,  64, NEQ,   36,   38,   33,   31,     ,     ,  18,
SH, 27, 2026031818, 03, FNV3, 216, 198S, 1083E,  90,  963, XX,  34, NEQ,  120,  152,  136,  103,     ,     ,  18,
SH, 27, 2026031818, 03, FNV3, 216, 198S, 1083E,  90,  963, XX,  50, NEQ,   65,   75,   66,   56,     ,     ,  18,
SH, 27, 2026031818, 03, FNV3, 216, 198S, 1083E,  90,  963, XX,  64, NEQ,   35,   37,   32,   30,     ,     ,  18,
SH, 27, 2026031818, 03, FNV3, 222, 205S, 1079E,  82,  968, XX,  34, NEQ,  123,  149,  133,  103,     ,     ,  20,
SH, 27, 2026031818, 03, FNV3, 222, 205S, 1079E,  82,  968, XX,  50, NEQ,   62,   68,   59,   52,     ,     ,  20,
SH, 27, 2026031818, 03, FNV3, 222, 205S, 1079E,  82,  968, XX,  64, NEQ,   29,   30,   25,   24,     ,     ,  20,
SH, 27, 2026031818, 03, FNV3, 228, 214S, 1078E,  78,  970, XX,  34, NEQ,  136,  160,  143,  114,     ,     ,  22,
SH, 27, 2026031818, 03, FNV3, 228, 214S, 1078E,  78,  970, XX,  50, NEQ,   72,   78,   68,   61,     ,     ,  22,
SH, 27, 2026031818, 03, FNV3, 228, 214S, 1078E,  78,  970, XX,  64, NEQ,   30,   31,   27,   26,     ,     ,  22,
SH, 27, 2026031818, 03, FNV3, 234, 223S, 1078E,  72,  973, XX,  34, NEQ,  126,  146,  127,  104,     ,     ,  25,
SH, 27, 2026031818, 03, FNV3, 234, 223S, 1078E,  72,  973, XX,  50, NEQ,   52,   57,   47,   42,     ,     ,  25,
SH, 27, 2026031818, 03, FNV3, 234, 223S, 1078E,  72,  973, XX,  64, NEQ,   21,   21,   18,   17,     ,     ,  25,
SH, 27, 2026031818, 03, FNV3, 240, 231S, 1079E,  67,  978, XX,  34, NEQ,  123,  145,  127,  101,     ,     ,  27,
SH, 27, 2026031818, 03, FNV3, 240, 231S, 1079E,  67,  978, XX,  50, NEQ,   48,   52,   44,   39,     ,     ,  27,
SH, 27, 2026031818, 03, FNV3, 240, 231S, 1079E,  67,  978, XX,  64, NEQ,   17,   19,   17,   15,     ,     ,  27,
SH, 27, 2026031818, 03, FNV3, 246, 240S, 1083E,  62,  980, XX,  34, NEQ,  100,  115,  101,   84,     ,     ,  32,
SH, 27, 2026031818, 03, FNV3, 246, 240S, 1083E,  62,  980, XX,  50, NEQ,   38,   40,   36,   31,     ,     ,  32,
SH, 27, 2026031818, 03, FNV3, 246, 240S, 1083E,  62,  980, XX,  64, NEQ,   15,   17,   14,   14,     ,     ,  32,
SH, 27, 2026031818, 03, FNV3, 252, 250S, 1087E,  58,  983, XX,  34, NEQ,  101,  115,  102,   83,     ,     ,  39,
SH, 27, 2026031818, 03, FNV3, 252, 250S, 1087E,  58,  983, XX,  50, NEQ,   37,   38,   34,   30,     ,     ,  39,
SH, 27, 2026031818, 03, FNV3, 252, 250S, 1087E,  58,  983, XX,  64, NEQ,   15,   16,   13,   13,     ,     ,  39,
SH, 27, 2026031818, 03, FNV3, 258, 246S, 1077E,  56,  985, XX,  34, NEQ,   97,  111,   95,   79,     ,     ,  38,
SH, 27, 2026031818, 03, FNV3, 258, 246S, 1077E,  56,  985, XX,  50, NEQ,   36,   37,   33,   29,     ,     ,  38,
SH, 27, 2026031818, 03, FNV3, 258, 246S, 1077E,  56,  985, XX,  64, NEQ,   12,   14,   11,   10,     ,     ,  38,
SH, 27, 2026031818, 03, FNV3, 264, 247S, 1069E,  53,  987, XX,  34, NEQ,   98,  108,   97,   81,     ,     ,  36,
SH, 27, 2026031818, 03, FNV3, 264, 247S, 1069E,  53,  987, XX,  50, NEQ,   30,   30,   26,   23,     ,     ,  36,
SH, 27, 2026031818, 03, FNV3, 264, 247S, 1069E,  53,  987, XX,  64, NEQ,    8,   10,    8,    7,     ,     ,  36,
SH, 27, 2026031818, 03, FNV3, 270, 247S, 1062E,  52,  988, XX,  34, NEQ,   89,   94,   80,   68,     ,     ,  39,
SH, 27, 2026031818, 03, FNV3, 270, 247S, 1062E,  52,  988, XX,  50, NEQ,   27,   29,   28,   22,     ,     ,  39,
SH, 27, 2026031818, 03, FNV3, 270, 247S, 1062E,  52,  988, XX,  64, NEQ,    8,    9,    7,    7,     ,     ,  39,
SH, 27, 2026031818, 03, FNV3, 276, 251S, 1061E,  49,  990, XX,  34, NEQ,   86,   92,   80,   69,     ,     ,  39,
SH, 27, 2026031818, 03, FNV3, 276, 251S, 1061E,  49,  990, XX,  50, NEQ,   26,   26,   22,   19,     ,     ,  39,
SH, 27, 2026031818, 03, FNV3, 276, 251S, 1061E,  49,  990, XX,  64, NEQ,    7,    6,    6,    5,     ,     ,  39,
SH, 27, 2026031818, 03, FNV3, 282, 253S, 1056E,  48,  991, XX,  34, NEQ,   78,   82,   69,   61,     ,     ,  41,
SH, 27, 2026031818, 03, FNV3, 282, 253S, 1056E,  48,  991, XX,  50, NEQ,   22,   23,   18,   17,     ,     ,  41,
SH, 27, 2026031818, 03, FNV3, 282, 253S, 1056E,  48,  991, XX,  64, NEQ,    5,    5,    4,    4,     ,     ,  41,
SH, 27, 2026031818, 03, FNV3, 288, 256S, 1055E,  45,  993, XX,  34, NEQ,   75,   76,   64,   59,     ,     ,  46,
SH, 27, 2026031818, 03, FNV3, 288, 256S, 1055E,  45,  993, XX,  50, NEQ,   17,   15,   12,   13,     ,     ,  46,
SH, 27, 2026031818, 03, FNV3, 288, 256S, 1055E,  45,  993, XX,  64, NEQ,    2,    2,    2,    1,     ,     ,  46,
SH, 27, 2026031818, 03, FNV3, 294, 260S, 1047E,  44,  992, XX,  34, NEQ,   63,   60,   54,   44,     ,     ,  44,
